Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,WCA Round,Census Year,Unit,Value,Flag,Flag Description,Note
"WCAD","Structural data from agricultural censuses","324","Guinea","50260","Area","270062","Holdings operated under other forms of tenure","1990","1989/1995","ha","543505","A","Official figure",""
"WCAD","Structural data from agricultural censuses","324","Guinea","6200","Percentage of total area","270062","Holdings operated under other forms of tenure","1990","1989/1995","%","60.68","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","324","Guinea","60850","Number","270052","Holdings operated by civil persons, male","1990","1989/1995","No","433307","A","Official figure",""
"WCAD","Structural data from agricultural censuses","324","Guinea","6202","Percent of total persons","270052","Holdings operated by civil persons, male","1990","1989/1995","%","98","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","324","Guinea","60850","Number","270052","Holdings operated by civil persons, male","2000","2001","No","792892","A","Official figure",""
"WCAD","Structural data from agricultural censuses","324","Guinea","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2000","2001","%","94.34","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","324","Guinea","60850","Number","270051","Holdings operated by civil persons, female","1990","1989/1995","No","8861","A","Official figure",""
"WCAD","Structural data from agricultural censuses","324","Guinea","6202","Percent of total persons","270051","Holdings operated by civil persons, female","1990","1989/1995","%","2","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","324","Guinea","60850","Number","270051","Holdings operated by civil persons, female","2000","2001","No","47562","A","Official figure",""
"WCAD","Structural data from agricultural censuses","324","Guinea","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2000","2001","%","5.66","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","324","Guinea","60850","Number","270050","Holdings operated by civil persons, total","1990","1989/1995","No","442168","A","Official figure",""
"WCAD","Structural data from agricultural censuses","324","Guinea","60850","Number","270050","Holdings operated by civil persons, total","2000","2001","No","840454","A","Official figure",""
"WCAD","Structural data from agricultural censuses","324","Guinea","60851","Number","270082","Household members, male","1990","1989/1995","persons","1992750","A","Official figure",""
"WCAD","Structural data from agricultural censuses","324","Guinea","60851","Number","270082","Household members, male","2000","2001","persons","3080251","A","Official figure",""
"WCAD","Structural data from agricultural censuses","324","Guinea","60851","Number","270081","Household members, female","1990","1989/1995","persons","1953545","A","Official figure",""
"WCAD","Structural data from agricultural censuses","324","Guinea","60851","Number","270081","Household members, female","2000","2001","persons","3284539","A","Official figure",""
"WCAD","Structural data from agricultural censuses","324","Guinea","60851","Number","270080","Household members, total","1990","1989/1995","persons","3946295","A","Official figure",""
"WCAD","Structural data from agricultural censuses","324","Guinea","5019","Average persons per holding","270080","Household members, total","1990","1989/1995","persons","7.9","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","324","Guinea","60851","Number","270080","Household members, total","2000","2001","persons","6364790","A","Official figure",""
"WCAD","Structural data from agricultural censuses","324","Guinea","5019","Average persons per holding","270080","Household members, total","2000","2001","persons","7.6","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","324","Guinea","60851","Number","270090","Household members, engaged in agriculture, total","1990","1989/1995","persons","2020544","A","Official figure",""
"WCAD","Structural data from agricultural censuses","324","Guinea","6202","Percent of total persons","270090","Household members, engaged in agriculture, total","1990","1989/1995","%","51.2","A","Official figure",""
"WCAD","Structural data from agricultural censuses","324","Guinea","60851","Number","27010","Hired permanent workers","1990","1989/1995","persons","26224","A","Official figure",""
"WCAD","Structural data from agricultural censuses","324","Guinea","5019","Average persons per holding","27010","Hired permanent workers","1990","1989/1995","persons","0.1","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","324","Guinea","60851","Number","27010","Hired permanent workers","2000","2001","persons","73448","A","Official figure",""
"WCAD","Structural data from agricultural censuses","324","Guinea","5019","Average persons per holding","27010","Hired permanent workers","2000","2001","persons","0.09","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","624","Guinea-Bissau","50260","Area","27002","Holdings","1960","1960-1961","ha","262570","A","Official figure",""
"WCAD","Structural data from agricultural censuses","624","Guinea-Bissau","5017","Average area","27002","Holdings","1960","1960-1961","ha","3.02","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","624","Guinea-Bissau","60850","Number","27002","Holdings","1960","1960-1961","No","86951","A","Official figure",""
"WCAD","Structural data from agricultural censuses","624","Guinea-Bissau","50260","Area","27002","Holdings","1990","1988-1989","ha","96375","A","Official figure",""
"WCAD","Structural data from agricultural censuses","624","Guinea-Bissau","5017","Average area","27002","Holdings","1990","1988-1989","ha","1.14","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","624","Guinea-Bissau","60850","Number","27002","Holdings","1990","1988-1989","No","84221","A","Official figure",""
"WCAD","Structural data from agricultural censuses","624","Guinea-Bissau","60850","Number","270030","Holdings with land size 0-<1","1990","1988-1989","No","59120","A","Official figure",""
"WCAD","Structural data from agricultural censuses","624","Guinea-Bissau","60850","Number","270031","Holdings with land size 1-<2","1990","1988-1989","No","14809","A","Official figure",""
"WCAD","Structural data from agricultural censuses","624","Guinea-Bissau","60850","Number","270033","Holdings with land size 2-<5","1990","1988-1989","No","8531","A","Official figure",""
"WCAD","Structural data from agricultural censuses","624","Guinea-Bissau","60850","Number","270036","Holdings with land size 5-<10","1990","1988-1989","No","1590","A","Official figure",""
"WCAD","Structural data from agricultural censuses","624","Guinea-Bissau","60850","Number","270037","Holdings with land size 10-<20","1990","1988-1989","No","171","A","Official figure",""
"WCAD","Structural data from agricultural censuses","624","Guinea-Bissau","5018","Average number of parcels per holding","27004","Parcels","1990","1988-1989","No","2.8","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","624","Guinea-Bissau","60850","Number","27004","Parcels","1990","1988-1989","No","232638","A","Official figure",""
"WCAD","Structural data from agricultural censuses","624","Guinea-Bissau","50260","Area","270060","Holdings owned by the holder or in owner-like possession","1990","1988-1989","ha","53770","A","Official figure",""
"WCAD","Structural data from agricultural censuses","624","Guinea-Bissau","6200","Percentage of total area","270060","Holdings owned by the holder or in owner-like possession","1990","1988-1989","%","55.79","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","624","Guinea-Bissau","50260","Area","270061","Holdings rented from others","1990","1988-1989","ha","518","A","Official figure",""
"WCAD","Structural data from agricultural censuses","624","Guinea-Bissau","6200","Percentage of total area","270061","Holdings rented from others","1990","1988-1989","%","0.54","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","624","Guinea-Bissau","50260","Area","270062","Holdings operated under other forms of tenure","1990","1988-1989","ha","42087","A","Official figure",""
"WCAD","Structural data from agricultural censuses","624","Guinea-Bissau","6200","Percentage of total area","270062","Holdings operated under other forms of tenure","1990","1988-1989","%","43.67","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","624","Guinea-Bissau","60851","Number","270082","Household members, male","1990","1988-1989","persons","353117","A","Official figure",""
"WCAD","Structural data from agricultural censuses","624","Guinea-Bissau","60851","Number","270081","Household members, female","1990","1988-1989","persons","353051","A","Official figure",""
"WCAD","Structural data from agricultural censuses","624","Guinea-Bissau","60851","Number","270080","Household members, total","1990","1988-1989","persons","706168","A","Official figure",""
"WCAD","Structural data from agricultural censuses","624","Guinea-Bissau","5019","Average persons per holding","270080","Household members, total","1990","1988-1989","persons","8.4","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","624","Guinea-Bissau","60851","Number","270090","Household members, engaged in agriculture, total","1990","1988-1989","persons","396343","A","Official figure",""
"WCAD","Structural data from agricultural censuses","624","Guinea-Bissau","6202","Percent of total persons","270090","Household members, engaged in agriculture, total","1990","1988-1989","%","56.1","A","Official figure",""
"WCAD","Structural data from agricultural censuses","332","Haiti","50260","Area","27002","Holdings","1970","1971","ha","863520","A","Official figure",""
"WCAD","Structural data from agricultural censuses","332","Haiti","5017","Average area","27002","Holdings","1970","1971","ha","1.4","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","332","Haiti","60850","Number","27002","Holdings","1970","1971","No","616710","A","Official figure",""
"WCAD","Structural data from agricultural censuses","332","Haiti","50260","Area","27002","Holdings","2010","2008-2009","ha","991287","A","Official figure",""
"WCAD","Structural data from agricultural censuses","332","Haiti","5017","Average area","27002","Holdings","2010","2008-2009","ha","0.97","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","332","Haiti","60850","Number","27002","Holdings","2010","2008-2009","No","1018951","A","Official figure",""
"WCAD","Structural data from agricultural censuses","332","Haiti","50260","Area","270030","Holdings with land size 0-<1","2010","2008-2009","ha","322201","T","Unofficial figure","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","332","Haiti","60850","Number","270030","Holdings with land size 0-<1","2010","2008-2009","No","665997","T","Unofficial figure","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","332","Haiti","50260","Area","270031","Holdings with land size 1-<2","2010","2008-2009","ha","242884","T","Unofficial figure","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","332","Haiti","60850","Number","270031","Holdings with land size 1-<2","2010","2008-2009","No","200777","T","Unofficial figure","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","332","Haiti","50260","Area","270032","Holdings with land size 2-<3","2010","2008-2009","ha","173374","T","Unofficial figure","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","332","Haiti","60850","Number","270032","Holdings with land size 2-<3","2010","2008-2009","No","99313","T","Unofficial figure","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","332","Haiti","50260","Area","270034","Holdings with land size 3-<4","2010","2008-2009","ha","107109","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","332","Haiti","60850","Number","270034","Holdings with land size 3-<4","2010","2008-2009","No","34974","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","332","Haiti","50260","Area","270035","Holdings with land size 4-<5","2010","2008-2009","ha","43202","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","332","Haiti","60850","Number","270035","Holdings with land size 4-<5","2010","2008-2009","No","9901","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","332","Haiti","50260","Area","270036","Holdings with land size 5-<10","2010","2008-2009","ha","39420","T","Unofficial figure","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","332","Haiti","60850","Number","270036","Holdings with land size 5-<10","2010","2008-2009","No","5944","T","Unofficial figure","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","332","Haiti","50260","Area","270037","Holdings with land size 10-<20","2010","2008-2009","ha","21561","T","Unofficial figure","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","332","Haiti","60850","Number","270037","Holdings with land size 10-<20","2010","2008-2009","No","2045","T","Unofficial figure","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","332","Haiti","50260","Area","270060","Holdings owned by the holder or in owner-like possession","2010","2008-2009","ha","982611.98","A","Official figure",""
"WCAD","Structural data from agricultural censuses","332","Haiti","6200","Percentage of total area","270060","Holdings owned by the holder or in owner-like possession","2010","2008-2009","%","99.1","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","332","Haiti","50260","Area","270062","Holdings operated under other forms of tenure","2010","2008-2009","ha","8674.6","A","Official figure",""
"WCAD","Structural data from agricultural censuses","332","Haiti","6200","Percentage of total area","270062","Holdings operated under other forms of tenure","2010","2008-2009","%","0.9","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","332","Haiti","60850","Number","270052","Holdings operated by civil persons, male","2010","2008-2009","No","757354","A","Official figure",""
"WCAD","Structural data from agricultural censuses","332","Haiti","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2008-2009","%","74.6","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","332","Haiti","60850","Number","270051","Holdings operated by civil persons, female","2010","2008-2009","No","257670","A","Official figure",""
"WCAD","Structural data from agricultural censuses","332","Haiti","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2008-2009","%","25.4","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","332","Haiti","60850","Number","270050","Holdings operated by civil persons, total","2010","2008-2009","No","1015024","A","Official figure",""
"WCAD","Structural data from agricultural censuses","332","Haiti","60851","Number","270092","Household members, engaged in agriculture, male","2010","2008-2009","persons","2382282","A","Official figure",""
"WCAD","Structural data from agricultural censuses","332","Haiti","60851","Number","270091","Household members, engaged in agriculture, female","2010","2008-2009","persons","1914967","A","Official figure",""
"WCAD","Structural data from agricultural censuses","332","Haiti","60851","Number","270090","Household members, engaged in agriculture, total","2010","2008-2009","persons","4297249","A","Official figure",""
"WCAD","Structural data from agricultural censuses","340","Honduras","50260","Area","27002","Holdings","1950","1952","ha","2507404","A","Official figure",""
"WCAD","Structural data from agricultural censuses","340","Honduras","5017","Average area","27002","Holdings","1950","1952","ha","16.07","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","340","Honduras","60850","Number","27002","Holdings","1950","1952","No","156000","A","Official figure",""
"WCAD","Structural data from agricultural censuses","340","Honduras","50260","Area","27002","Holdings","1970","1974","ha","2629859","A","Official figure",""
"WCAD","Structural data from agricultural censuses","340","Honduras","5017","Average area","27002","Holdings","1970","1974","ha","13.46","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","340","Honduras","60850","Number","27002","Holdings","1970","1974","No","195341","A","Official figure",""
"WCAD","Structural data from agricultural censuses","340","Honduras","50260","Area","27002","Holdings","1990","1993","ha","3637469","A","Official figure",""
"WCAD","Structural data from agricultural censuses","340","Honduras","5017","Average area","27002","Holdings","1990","1993","ha","11.17","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","340","Honduras","60850","Number","27002","Holdings","1990","1993","No","325750","A","Official figure",""
"WCAD","Structural data from agricultural censuses","340","Honduras","50260","Area","270033","Holdings with land size 2-<5","1990","1993","ha","280531","A","Official figure",""
"WCAD","Structural data from agricultural censuses","340","Honduras","60850","Number","270033","Holdings with land size 2-<5","1990","1993","No","178250","A","Official figure",""
"WCAD","Structural data from agricultural censuses","340","Honduras","50260","Area","270036","Holdings with land size 5-<10","1990","1993","ha","249098","A","Official figure",""
"WCAD","Structural data from agricultural censuses","340","Honduras","60850","Number","270036","Holdings with land size 5-<10","1990","1993","No","52770","A","Official figure",""
"WCAD","Structural data from agricultural censuses","340","Honduras","50260","Area","270037","Holdings with land size 10-<20","1990","1993","ha","369364","A","Official figure",""
"WCAD","Structural data from agricultural censuses","340","Honduras","60850","Number","270037","Holdings with land size 10-<20","1990","1993","No","38770","A","Official figure",""
"WCAD","Structural data from agricultural censuses","340","Honduras","50260","Area","270038","Holdings with land size 20-<50","1990","1993","ha","2738476","A","Official figure",""
"WCAD","Structural data from agricultural censuses","340","Honduras","60850","Number","270038","Holdings with land size 20-<50","1990","1993","No","55960","A","Official figure",""
"WCAD","Structural data from agricultural censuses","340","Honduras","50260","Area","270060","Holdings owned by the holder or in owner-like possession","1990","1993","ha","3083727","A","Official figure",""
"WCAD","Structural data from agricultural censuses","340","Honduras","6200","Percentage of total area","270060","Holdings owned by the holder or in owner-like possession","1990","1993","%","84.78","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","340","Honduras","50260","Area","270061","Holdings rented from others","1990","1993","ha","88168","A","Official figure",""
"WCAD","Structural data from agricultural censuses","340","Honduras","6200","Percentage of total area","270061","Holdings rented from others","1990","1993","%","2.42","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","340","Honduras","50260","Area","270062","Holdings operated under other forms of tenure","1990","1993","ha","465574","A","Official figure",""
"WCAD","Structural data from agricultural censuses","340","Honduras","6200","Percentage of total area","270062","Holdings operated under other forms of tenure","1990","1993","%","12.8","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","348","Hungary","50260","Area","27002","Holdings","1950","1948","ha","8000000","A","Official figure",""
"WCAD","Structural data from agricultural censuses","348","Hungary","5017","Average area","27002","Holdings","1950","1948","ha","6.6","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","348","Hungary","60850","Number","27002","Holdings","1950","1948","No","1213000","A","Official figure",""
"WCAD","Structural data from agricultural censuses","348","Hungary","50260","Area","27002","Holdings","1970","1972","ha","7476103","A","Official figure",""
"WCAD","Structural data from agricultural censuses","348","Hungary","5017","Average area","27002","Holdings","1970","1972","ha","9.31","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","348","Hungary","60850","Number","27002","Holdings","1970","1972","No","802892","A","Official figure",""
"WCAD","Structural data from agricultural censuses","348","Hungary","50260","Area","27002","Holdings","1980","1981","ha","9303670","A","Official figure",""
"WCAD","Structural data from agricultural censuses","348","Hungary","5017","Average area","27002","Holdings","1980","1981","ha","11.65","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","348","Hungary","60850","Number","27002","Holdings","1980","1981","No","798545","A","Official figure",""
"WCAD","Structural data from agricultural censuses","348","Hungary","50260","Area","27002","Holdings","2000","2000","ha","6448000","A","Official figure",""
"WCAD","Structural data from agricultural censuses","348","Hungary","5017","Average area","27002","Holdings","2000","2000","ha","6.67","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","348","Hungary","60850","Number","27002","Holdings","2000","2000","No","966916","A","Official figure",""
"WCAD","Structural data from agricultural censuses","348","Hungary","50260","Area","27002","Holdings","2010","2010","ha","7102970","A","Official figure",""
"WCAD","Structural data from agricultural censuses","348","Hungary","5017","Average area","27002","Holdings","2010","2010","ha","12.31","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","348","Hungary","60850","Number","27002","Holdings","2010","2010","No","576810","A","Official figure",""
"WCAD","Structural data from agricultural censuses","348","Hungary","60850","Number","270030","Holdings with land size 0-<1","2000","2000","No","260987","A","Official figure","Productive area"
"WCAD","Structural data from agricultural censuses","348","Hungary","50260","Area","270030","Holdings with land size 0-<1","2010","2010","ha","69000","T","Unofficial figure","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","348","Hungary","60850","Number","270030","Holdings with land size 0-<1","2010","2010","No","249160","T","Unofficial figure","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","348","Hungary","60850","Number","270031","Holdings with land size 1-<2","2000","2000","No","128417","T","Unofficial figure","Productive area. Interpolated data"
"WCAD","Structural data from agricultural censuses","348","Hungary","50260","Area","270031","Holdings with land size 1-<2","2010","2010","ha","69000","T","Unofficial figure","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","348","Hungary","60850","Number","270031","Holdings with land size 1-<2","2010","2010","No","206370","T","Unofficial figure","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","348","Hungary","50260","Area","270032","Holdings with land size 2-<3","2010","2010","ha","47557","T","Unofficial figure","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","348","Hungary","60850","Number","270032","Holdings with land size 2-<3","2010","2010","No","15353","T","Unofficial figure","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","348","Hungary","60850","Number","270033","Holdings with land size 2-<5","2000","2000","No","185208","T","Unofficial figure","Productive area. Interpolated data"
"WCAD","Structural data from agricultural censuses","348","Hungary","50260","Area","270034","Holdings with land size 3-<4","2010","2010","ha","47557","T","Unofficial figure","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","348","Hungary","60850","Number","270034","Holdings with land size 3-<4","2010","2010","No","15353","T","Unofficial figure","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","348","Hungary","50260","Area","270035","Holdings with land size 4-<5","2010","2010","ha","47557","T","Unofficial figure","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","348","Hungary","60850","Number","270035","Holdings with land size 4-<5","2010","2010","No","15353","T","Unofficial figure","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","348","Hungary","60850","Number","270036","Holdings with land size 5-<10","2000","2000","No","108278","A","Official figure","Productive area"
"WCAD","Structural data from agricultural censuses","348","Hungary","50260","Area","270036","Holdings with land size 5-<10","2010","2010","ha","183910","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","348","Hungary","60850","Number","270036","Holdings with land size 5-<10","2010","2010","No","26540","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","348","Hungary","60850","Number","270037","Holdings with land size 10-<20","2000","2000","No","131302","T","Unofficial figure","Productive area. Interpolated data"
"WCAD","Structural data from agricultural censuses","348","Hungary","50260","Area","270037","Holdings with land size 10-<20","2010","2010","ha","268840","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","348","Hungary","60850","Number","270037","Holdings with land size 10-<20","2010","2010","No","19430","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","348","Hungary","60850","Number","270038","Holdings with land size 20-<50","2000","2000","No","98958","T","Unofficial figure","Productive area. Interpolated data"
"WCAD","Structural data from agricultural censuses","348","Hungary","50260","Area","270038","Holdings with land size 20-<50","2010","2010","ha","472980","T","Unofficial figure","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","348","Hungary","60850","Number","270038","Holdings with land size 20-<50","2010","2010","No","15390","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","348","Hungary","60850","Number","270039","Holdings with land size 50-<100","2000","2000","No","45738","A","Official figure","Productive area"
"WCAD","Structural data from agricultural censuses","348","Hungary","50260","Area","270039","Holdings with land size 50-<100","2010","2010","ha","445860","T","Unofficial figure","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","348","Hungary","60850","Number","270039","Holdings with land size 50-<100","2010","2010","No","6410","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","348","Hungary","60850","Number","2700300","Holdings with land size 100-<200","2000","2000","No","8028","A","Official figure","Productive area"
"WCAD","Structural data from agricultural censuses","348","Hungary","50260","Area","2700300","Holdings with land size 100-<200","2010","2010","ha","3034080","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","348","Hungary","60850","Number","2700300","Holdings with land size 100-<200","2010","2010","No","7450","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","348","Hungary","50260","Area","270060","Holdings owned by the holder or in owner-like possession","2010","2010","ha","2040350","A","Official figure",""
"WCAD","Structural data from agricultural censuses","348","Hungary","6200","Percentage of total area","270060","Holdings owned by the holder or in owner-like possession","2010","2010","%","43.5","E","Estimated value","Category of land use for most European countries is UAA (Utilized Agricultural Area)"
"WCAD","Structural data from agricultural censuses","348","Hungary","60850","Number","270060","Holdings owned by the holder or in owner-like possession","2010","2010","No","524360","A","Official figure","Category of land use for most European countries is UAA (Utilized Agricultural Area)"
"WCAD","Structural data from agricultural censuses","348","Hungary","6201","Percent of total number","270060","Holdings owned by the holder or in owner-like possession","2010","2010","%","90.9","E","Estimated value","Category of land use for most European countries is UAA (Utilized Agricultural Area)"
"WCAD","Structural data from agricultural censuses","348","Hungary","50260","Area","270061","Holdings rented from others","2010","2010","ha","2340170","A","Official figure",""
"WCAD","Structural data from agricultural censuses","348","Hungary","6200","Percentage of total area","270061","Holdings rented from others","2010","2010","%","49.9","E","Estimated value","Category of land use for most European countries is UAA (Utilized Agricultural Area)"
"WCAD","Structural data from agricultural censuses","348","Hungary","60850","Number","270061","Holdings rented from others","2010","2010","No","24640","A","Official figure","Category of land use for most European countries is UAA (Utilized Agricultural Area)"
"WCAD","Structural data from agricultural censuses","348","Hungary","6201","Percent of total number","270061","Holdings rented from others","2010","2010","%","4.3","E","Estimated value","Category of land use for most European countries is UAA (Utilized Agricultural Area)"
"WCAD","Structural data from agricultural censuses","348","Hungary","50260","Area","270062","Holdings operated under other forms of tenure","2010","2010","ha","305820","A","Official figure",""
"WCAD","Structural data from agricultural censuses","348","Hungary","6200","Percentage of total area","270062","Holdings operated under other forms of tenure","2010","2010","%","6.5","E","Estimated value","Category of land use for most European countries is UAA (Utilized Agricultural Area)"
"WCAD","Structural data from agricultural censuses","348","Hungary","60850","Number","270062","Holdings operated under other forms of tenure","2010","2010","No","14670","A","Official figure","Category of land use for most European countries is UAA (Utilized Agricultural Area)"
"WCAD","Structural data from agricultural censuses","348","Hungary","6201","Percent of total number","270062","Holdings operated under other forms of tenure","2010","2010","%","2.5","E","Estimated value","Category of land use for most European countries is UAA (Utilized Agricultural Area)"
"WCAD","Structural data from agricultural censuses","348","Hungary","50260","Area","270070","Civil persons","2010","2010","ha","2702610","A","Official figure",""
"WCAD","Structural data from agricultural censuses","348","Hungary","6200","Percentage of total area","270070","Civil persons","2010","2010","%","38","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","348","Hungary","60850","Number","270070","Civil persons","2010","2010","No","567630","A","Official figure",""
"WCAD","Structural data from agricultural censuses","348","Hungary","6201","Percent of total number","270070","Civil persons","2010","2010","%","98.4","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","348","Hungary","50260","Area","270071","Juridical","2010","2010","ha","4400360","A","Official figure",""
"WCAD","Structural data from agricultural censuses","348","Hungary","6200","Percentage of total area","270071","Juridical","2010","2010","%","62","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","348","Hungary","60850","Number","270071","Juridical","2010","2010","No","9180","A","Official figure",""
"WCAD","Structural data from agricultural censuses","348","Hungary","6201","Percent of total number","270071","Juridical","2010","2010","%","1.6","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","348","Hungary","60850","Number","270052","Holdings operated by civil persons, male","2000","2000","No","729373","A","Official figure",""
"WCAD","Structural data from agricultural censuses","348","Hungary","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2000","2000","%","76.09","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","348","Hungary","60850","Number","270052","Holdings operated by civil persons, male","2010","2010","No","424940","A","Official figure","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","348","Hungary","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2010","%","73.7","E","Estimated value","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","348","Hungary","60850","Number","270051","Holdings operated by civil persons, female","2000","2000","No","229161","A","Official figure",""
"WCAD","Structural data from agricultural censuses","348","Hungary","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2000","2000","%","23.91","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","348","Hungary","60850","Number","270051","Holdings operated by civil persons, female","2010","2010","No","151870","A","Official figure","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","348","Hungary","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2010","%","26.3","E","Estimated value","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","348","Hungary","60850","Number","270050","Holdings operated by civil persons, total","2000","2000","No","958534","A","Official figure",""
"WCAD","Structural data from agricultural censuses","348","Hungary","60850","Number","270050","Holdings operated by civil persons, total","2010","2010","No","576810","A","Official figure","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","348","Hungary","60851","Number","270080","Household members, total","2000","2000","persons","2648400","A","Official figure",""
"WCAD","Structural data from agricultural censuses","348","Hungary","5019","Average persons per holding","270080","Household members, total","2000","2000","persons","2.7","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","348","Hungary","60851","Number","270092","Household members, engaged in agriculture, male","2010","2010","persons","127470","A","Official figure",""
"WCAD","Structural data from agricultural censuses","348","Hungary","60851","Number","270091","Household members, engaged in agriculture, female","2010","2010","persons","358040","A","Official figure",""
"WCAD","Structural data from agricultural censuses","348","Hungary","60851","Number","270090","Household members, engaged in agriculture, total","2000","2000","persons","1982679","A","Official figure",""
"WCAD","Structural data from agricultural censuses","348","Hungary","6202","Percent of total persons","270090","Household members, engaged in agriculture, total","2000","2000","%","74.86","E","Estimated value",""
"WCAD","Structural data from agricultural censuses","348","Hungary","60851","Number","270090","Household members, engaged in agriculture, total","2010","2010","persons","485510","A","Official figure",""
